,cmpdname,isosmiles,target
1279,N-cycloheptyl-N-methylmethanesulfonamide,CN(C1CCCCCC1)S(=O)(=O)C,1
1280,thiamylal,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,0
1281,Fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,1
1282,"5,5-Diisopropylbarbital",O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,0
1283,Ibrutinib,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,1
1284,5-Methyltetrahydrofolate,CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O,1
1285,Bromacil,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,0
1286,Methionine,CSCC[C@@H](C(=O)O)N,1
1287,Cetylpyridinium chloride,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],1
1288,norflurazon,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,0
1289,Sinapultide acetate,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCCN)N.CC(=O)O,1
1290,3-Hydroxyisobutyrate,CC(CO)C(=O)[O-],1
1291,Umbelliferone,C1=CC(=CC2=C1C=CC(=O)O2)O,1
1292,Androstenedione,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,0
1293,TEFLUBENZURON,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,0
1294,3-{[(1-methyl-1H-pyrazol-3-yl)carbonyl]amino}benzoic acid,CN1C=CC(=N1)C(=O)NC2=CC=CC(=C2)C(=O)O,1
1295,"(1r,2s,5s)-3-[n-({1-[(Tert-Butylsulfonyl)methyl]cyclohexyl}carbamoyl)-3-Methyl-L-Valyl]-N-{(1s)-1-[(1r)-2-(Cyclopropylamino)-1-Hydroxy-2-Oxoethyl]pentyl}-6,6-Dimethyl-3-Azabicyclo[3.1.0]hexane-2-Carboxamide",CCCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,1
1296,Thiamphenicol,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,0
1297,"(2R)-1',4'-dihydro-2'H-spiro[pyrrolidine-2,3'-quinolin]-2'-one",C1C[C@]2(CC3=CC=CC=C3NC2=O)NC1,1
1298,3-chloro-N-(1-hydroxy-2-methylpropan-2-yl)benzamide,CC(C)(CO)NC(=O)C1=CC(=CC=C1)Cl,1
1299,Thymol,CC(C)c1ccc(C)cc1O,0
1300,Emricasan,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,1
1301,"2-[3-(3,5-dichlorophenyl)-2-oxo[2H-[1,3'-bipyridine]]-5-yl]benzonitrile",C1=CC=C(C(=C1)C#N)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)Cl)C4=CN=CC=C4,1
1302,2-Methy-2-Butene,CC=C(C)C,0
1303,CID 45114162,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.[Ca+2],1
1304,Centhaquine,CC1=CC(=CC=C1)N2CCN(CC2)CCC3=NC4=CC=CC=C4C=C3,1
1305,Dutasteride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,1
1306,4-Methylzymosterol intermediate 1,C[C@@H](CCC=C(C)C)[C@@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C,1
1307,2-(3-chlorophenyl)-N-(4-methylpyridin-3-yl)acetamide,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC=C2)Cl,1
1308,norbormide,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,0
1309,dUDP trianion,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O,1
1310,Ioxynil,Oc1c(I)cc(C#N)cc1I,0
1311,Brequinar,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O,1
1312,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,1
1313,Bromocresol green,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,1
1314,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1
1315,2-bromonaphthalene,c1c(Br)ccc2ccccc12 ,0
1316,Benzophenone,O=C(c1ccccc1)c2ccccc2,0
1317,Estetrol,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@H]([C@H]([C@@H]2O)O)O)CCC4=C3C=CC(=C4)O,1
1318,Tazemetostat,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,1
1319,p-benzidine,Nc1ccc(cc1)c2ccc(N)cc2,0
1320,1-Phenyl-1H-pyrazole-4-carboxylic acid,C1=CC=C(C=C1)N2C=C(C=N2)C(=O)O,1
1321,"N-([1,1'-biphenyl]-4-yl)-N-[(1R)-2-oxo-2-{[(1S)-1-phenylethyl]amino}-1-(pyridin-3-yl)ethyl]furan-2-carboxamide",C[C@@H](C1=CC=CC=C1)NC(=O)[C@@H](C2=CN=CC=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C5=CC=CO5,1
1322,Clarithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,1
1323,1-Napthol,Oc1cccc2ccccc12,0
1324,Ambrisentan,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,1
1325,Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,0
1326,Ruxolitinib phosphate,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.OP(=O)(O)O,1
1327,Lactose,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0
1328,Hexylbenzene ,CCCCCCc1ccccc1,0
1329,Atratone,CCNc1nc(NC(C)C)nc(OC)n1,0
1330,Ethyl-p-hydroxybenzoate ,CCOC(=O)c1ccc(O)cc1,0
1331,benzhydrol,c1ccccc1C(O)c2ccccc2,0
1332,Pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,1
1333,6-aminochrysene,Nc3cc2c1ccccc1ccc2c4ccccc34 ,0
1334,"2,2-Dimethylpropanol",CC(C)(C)CO,0
1335,"2-trans,6-trans-Farnesyl diphosphate(3-)",CC(=CCC/C(=C/CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)C,1
1336,Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,1
1337,"9-Fluoranyl-3-propan-2-yl-5,6-dihydrobenzo[b][1]benzothiepine",CC(C)C1=CC2=C(C=C1)SC3=C(CC2)C=CC(=C3)F,1
1338,S-Adenosyl-L-methioninamine,C[S+](CCC[NH3+])C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,1
1339,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
1340,Glucosyl ether,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,1
1341,Clevudine,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F,1
1342,Antroquinonol,C[C@@H]1[C@H]([C@H](C(=C(C1=O)OC)OC)O)C/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C,1
1343,Uracil,C1=CNC(=O)NC1=O,1
1344,"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,0
1345,Mefenacet,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,0
1346,"N-(1,3,4-thiadiazol-2-yl)benzenesulfonamide",C1=CC=C(C=C1)S(=O)(=O)NC2=NN=CS2,1
1347,3-Ethyl-3-pentanol,CCC(O)(CC)CC,0
1348,Trietazine,CCNc1nc(Cl)nc(n1)N(CC)CC,0
1349,Methane,C,0
1350,"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,0
1351,N-(4-tert-butylphenyl)-N-[(1R)-2-(ethylamino)-2-oxo-1-pyridin-3-ylethyl]propanamide,CCC(=O)N(C1=CC=C(C=C1)C(C)(C)C)[C@H](C2=CN=CC=C2)C(=O)NCC,1
1352,Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,0
1353,Almitrine mesylate,CS(=O)(=O)O.CS(=O)(=O)O.C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,1
1354,Semaglutide,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N,1
1355,"2,3',4',5-PCB",Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,0
1356,Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,1
1357,2-Azaniumyl-3-(3-oxoprop-1-enyl)but-2-enedioate,C(=C/C(=C(\\C(=O)O)/N)/C(=O)[O-])\\C=O,1
1358,"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,0
1359,Butylate,CCSC(=O)N(CC(C)C)CC(C)C,0
1360,"2-(1,2-Benzisoxazol-3-yl)acetic acid",C1=CC=C2C(=C1)C(=NO2)CC(=O)O,1
1361,NADH dianion,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,1
1362,Ledipasvir,CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,1
1363,Silmitasertib,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,1
1364,"S3,S13-Cyclo(D-tyrolsyl-L-isoleucyl-L-cysteinyl-L-valyl-1-methyl-L-tryptophyl-L-glutaminyl-L-aspartyl-L-tryptophyl-N-methyl-L-glycyl-L-alanyl-L-histidyl-L-arginyl-L-cysteinyl-N-methyl-L-isoleucinamide)",CC[C@H](C)[C@@H](C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C(C)C)CC2=CN(C3=CC=CC=C32)C)CCC(=O)N)CC(=O)O)CC4=CNC5=CC=CC=C54)C)C)CC6=CN=CN6)CCCNC(=N)N)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N)NC(=O)[C@@H](CC7=CC=C(C=C7)O)N,1
1365,Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,0
1366,Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,0
1367,Sulfabenz,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1
1368,Xipamide,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,0
1369,2-Amino-6-chlorobenzothiazole,C1=CC2=C(C=C1Cl)SC(=N2)N,1
1370,Flucytosine,Nc1nc(=O)[nH]cc1F,0
1371,Methyl t-butyl ether ,COC(C)(C)C,0
1372,Tradipitant,C1=CC=C(C(=C1)C(=O)C2=C(N=CC=C2)C3=C(N(N=N3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=CC=NC=C5)Cl,1
1373,(R)-Carprofen,C[C@H](C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,1
1374,Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,0
1375,Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
1376,l-Threonine,C[C@H]([C@@H](C(=O)O)N)O,1
1377,Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,1
1378,"4,4'-Diphenylmethane diisocyanate",C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,1
1379,Deoxycytidine-diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O,1
1380,1-Iodonapthalene,Ic1cccc2ccccc12,0
1381,"(2R,3R)-2-methyl-1-(methylsulfonyl)piperidine-3-carbonitrile",C[C@@H]1[C@@H](CCCN1S(=O)(=O)C)C#N,1
1382,2-Oxoglutarate(1-),C(CC(=O)O)C(=O)C(=O)[O-],1
1383,Elaidic acid,CCCCCCCC/C=C/CCCCCCCC(=O)O,1
1384,"P,P'-DDE",ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0
1385,3-Pentanol,CCC(O)CC,0
1386,"(2S,3R)-3-[(2-aminopyridin-4-yl)methyl]-1-[[(1R)-1-cyclooctylethyl]carbamoyl]-4-oxoazetidine-2-carboxylic acid",C[C@H](C1CCCCCCC1)NC(=O)N2[C@@H]([C@H](C2=O)CC3=CC(=NC=C3)N)C(=O)O,1
1387,2-(Trimethylazaniumyl)ethyl phosphate,C[N+](C)(C)CCOP(=O)([O-])[O-],1
1388,Estragole,c1(OC)ccc(CC=C)cc1,0
1389,Adenine,C1=NC2=NC=NC(=C2N1)N,1
1390,N-methylputrescinium(2+),C[NH2+]CCCC[NH3+],1
1391,2-deoxy-D-ribofuranose 5-phosphate(2-),C1[C@@H]([C@H](OC1O)COP(=O)([O-])[O-])O,1
1392,Deoxyinosine diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])OP(=O)([O-])[O-])O,1
1393,Iodofenphos,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,0
1394,1-(4-Tosylpiperazin-1-yl)ethanone,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C,1
1395,Methocarbamol,COc1ccccc1OCC(O)COC(N)=O,0
1396,Camphor,CC1(C)C2CCC1(C)C(=O)C2,0
1397,Zotatifin,CN(C)C[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(N=C(C=C3O2)OC)OC)O)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,1
1398,Estrone,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,0
1399,"D-fructofuranose 1,6-bisphosphate(4-)",C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-],1
1400,Butyl acetate,CCCCOC=O,0
1401,"1-[4-(2,4-Dimethylphenyl)sulfonylpiperazin-1-yl]ethanone",CC1=CC(=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C)C,1
1402,Androsterone,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,0
1403,Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1
1404,5-[(carbamoylcarbamoyl)amino]-2-methyl-N-[(1R)-1-(naphthalen-1-yl)ethyl]benzamide,CC1=C(C=C(C=C1)NC(=O)NC(=O)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,1
1405,4-Oxobutanoate,C(CC(=O)[O-])C=O,1
1406,Lovastatin,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,0
1407,"(3-methyl-2,4-dioxo-3,4-dihydroquinazolin-1(2H)-yl)acetic acid",CN1C(=O)C2=CC=CC=C2N(C1=O)CC(=O)O,1
1408,Nadide sodium,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.[Na+],1
1409,DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,0
1410,benzothiazole,c2ccc1scnc1c2 ,0
1411,1-Bromonapthalene,Brc1cccc2ccccc12,0
1412,"1,2,4,5-Tetrabromobenzene",Brc1cc(Br)c(Br)cc1Br,0
1413,Amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,1
1414,Terbufos,CCOP(=S)(OCC)SCSC(C)(C)C,0
1415,H-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-OH,CC(C)C[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)O)NC(=O)[C@@H](CCCCN)N,1
1416,"trans-1,4-Dimethylcyclohexane",C/C1CCC(\C)CC1,0
1417,Carboxin,CC1=C(SCCO1)C(=O)Nc2ccccc2,0
1418,Ubiquinol-10,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C,1
1419,Fructose,OCC1OC(O)(CO)C(O)C1O,0
1420,"(2S,3S)-2-methylcitrate",C[C@H](C(=O)[O-])[C@@](CC(=O)[O-])(C(=O)[O-])O,1
1421,Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,0
1422,Lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,1
1423,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,1
1424,"N-(4-methyl-1,3-thiazol-2-yl)propanamide",CCC(=O)NC1=NC(=CS1)C,1
1425,Ethyl hexanoate,CCCCCC(=O)OCC,0
1426,Phosphoaminophosphonic acid-adenylate ester,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N,1
1427,2-Methylpropene,CC(=C)C,0
1428,Dabigatran,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,1
1429,Pregnenolone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,1
1430,D-glucopyranose 6-phosphate,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)([O-])[O-],1
1431,D-erythrose 4-phosphate(2-),C([C@H]([C@H](C=O)O)O)OP(=O)([O-])[O-],1
1432,o-Chloroaniline,Nc1ccccc1Cl,0
1433,D-glucarate,[C@H]([C@@H]([C@@H](C(=O)[O-])O)O)([C@H](C(=O)[O-])O)O,1
1434,Cytosine,C1=C(NC(=O)N=C1)N,1
1435,megestrol acetate,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,0
1436,"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,0
1437,"3-oxo-3,4-dihydro-2H-1,4-benzothiazine-7-carboxylic acid",C1C(=O)NC2=C(S1)C=C(C=C2)C(=O)O,1
1438,2'-Deoxyinosine 5'-monophosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)O)O,1
1439,Udp galactosamine,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)N)O)O,1
1440,Oleic acid,CCCCCCCC/C=C\\CCCCCCCC(=O)O,1
1441,2''-O-acetyl-ADP-D-ribose,CC(=O)O[C@@H]1[C@@H]([C@H](OC1O)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O,1
1442,Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,0
1443,Zincacetate,CC(=O)O.CC(=O)O.[Zn],1
1444,N-(1-Acetylpiperidin-4-yl)benzamide,CC(=O)N1CCC(CC1)NC(=O)C2=CC=CC=C2,1
1445,Eritoran,CCCCCCCCCCCC(=O)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)OP(=O)(O)O)OCC[C@@H](CCCCCCC)OC)NC(=O)CCCCCCCCC/C=C\\CCCCCC)O)OCCCCCCCCCC,1
1446,butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
1447,Diphenylamine,N(c1ccccc1)c2ccccc2,0
1448,2-methoxypteridine,COc2ncc1nccnc1n2,0
1449,Pentaethylene glycol,C(COCCOCCOCCOCCO)O,1
1450,Belnacasan,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,1
1451,(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O)O[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)CO)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O)O,1
1452,Isazofos,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,0
1453,NADP nicotinamide-adenine-dinucleotide phosphate,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,1
1454,1-(2-hydroxyethyl)-1H-pyrazole-4-carboxamide,C1=C(C=NN1CCO)C(=O)N,1
1455,5'-Xanthylate(2-),C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O,1
1456,FADH2 dianion,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,1
1457,Ethyl acetate,CCOC(=O)C,0
1458,2-Chlorobiphenyl,Clc1ccccc1c2ccccc2,0
1459,Pelitinib,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C,1
1460,Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,0
1461,3-sulfinato-L-alaninate(2-),C([C@@H](C(=O)[O-])N)S(=O)[O-],1
1462,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,1
1463,"2,4-Dimethylpyridine",Cc1ccnc(C)c1,0
