,cmpdname,isosmiles,target
1477,Uridine-5'-diphosphate,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,1
1478,N-formimidoyl-L-glutamate(1-),C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH+]=CN,1
1479,"3-(4-oxo-4,5-dihydro-1H-imidazol-3-ium-5-id-5-yl)propanoate",C1=NC(=C(N1)CCC(=O)[O-])O,1
1480,adatanserin,C1=NC(=NC=C1)N5CCN(CCNC(C23CC4CC(C2)CC(C3)C4)=O)CC5,0
1481,leukotriene C4(2-),CCCCC/C=C\\C/C=C\\C=C\\C=C\\[C@H]([C@H](CCCC(=O)[O-])O)SC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+],1
1482,trihexyphenidyl,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,0
1483,Y-G 20,c1cccn2c1nc(c2)CCN,0
1484,5-(azetidin-3-ylamino)-2-methyl-~{N}-[(1~{R})-1-[3-[5-[[[(3~{R})-oxolan-3-yl]amino]methyl]thiophen-2-yl]phenyl]ethyl]benzamide,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CCOC5,1
1485,delfaprazine,C1=C(C(=CC=C1C)CC2=CC=CC=C2)N3CCNCC3,0
1486,Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1
1487,paramethasone-acetate,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)[C@H](C3)O)C[C@H]([C@@]4(C(COC(C)=O)=O)O)C)C,0
1488,"Palmitic acid-16,16,16-d3",[2H]C([2H])([2H])CCCCCCCCCCCCCCC(=O)O,1
1489,Glutathione disulfide(2-),C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1
1490,"2,4-Dioxaspiro[5.5]undec-8-ene, 3-(2-furanyl)-",C1CC2(CC=C1)COC(OC2)C3=CC=CO3,1
1491,Topotecan,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,1
1492,meticillin,COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O,0
1493,N-(4-methylpyridin-3-yl)acetamide,CC1=C(C=NC=C1)NC(=O)C,1
1494,amitriptylinoxide,C1=CC=CC2=C1C(C3=C(CC2)C=CC=C3)=CCC[N+](C)(C)[O-],0
1495,Vancomycin,CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,0
1496,clorotepine,C1=C(Cl)C=CC4=C1C(N2CCN(C)CC2)CC3=C(C=CC=C3)S4,0
1497,suproclone,C4=C(N2C(C1=C(SCCS1)C2=O)OC(N3CCN(C(CC)=O)CC3)=O)N=C5C(=C4)C=CC(=N5)Cl,0
1498,iprozilamine,CSC1=C(N=C(N=C1N2CCN(C)CC2)NC(C)C)Cl,0
1499,4-Oxobutanoate,C(CC(=O)[O-])C=O,1
1500,Potassium canrenoate,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)[O-])O)C.[K+],1
1501,quinacillin,CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(O)=O)C(=O)N2[C@H]1C(O)=O,0
1502,ZINC acetate,CC(=O)[O-].CC(=O)[O-].[Zn+2],1
1503,Phenserine,CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,0
1504,"(1S,2S)-2-[[(2S)-2-[[(1S,2S,4S)-2-bicyclo[2.2.1]hept-5-enyl]methoxycarbonylamino]-4-methylpentanoyl]amino]-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O)NC(=O)OC[C@H]2C[C@@H]3C[C@H]2C=C3,1
1505,Bucillamine,CC(C)(C(=O)N[C@@H](CS)C(=O)O)S,1
1506,piridicillin,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)C3=CC=C(NC3=O)c4ccc(cc4)[S](=O)(=O)N(CCO)CCO)c5ccc(O)cc5)C(=O)N2[C@H]1C([O-])=O,0
1507,"7-[[(2Z)-2-ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\\C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,1
1508,Mono-hydroxylated-L-663581,c12c(C(N(Cc3n1cnc3c1noc(n1)C(O)(C)C)C)=O)c(ccc2)Cl,0
1509,"Quinoline-4,8-diol",C1=CC2=C(C(=C1)O)NC=CC2=O,1
1510,Propanolol,[Cl].CC(C)NCC(O)COc1cccc2ccccc12,0
1511,Pyridoxine,CC1=NC=C(C(=C1O)CO)CO,1
1512,compound 45,N1(Cc2cc(OCCCNc3oc4ccccc4n3)ccc2)CCCCC1,0
1513,Ethylbenzene,CCc1ccccc1,0
1514,Pyridoxamine 5'-phosphate(1-),CC1=NC=C(C(=C1O)C[NH3+])COP(=O)([O-])[O-],1
1515,dichlorisone,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C,0
1516,phenethicillin,CC(Oc1ccccc1)C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O,0
1517,Masitinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,1
1518,Coumarin,C1=CC=C2C(=C1)C=CC(=O)O2,1
1519,endrysone(endrisone),CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,0
1520,aclarubicin,CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5[C@H]1C(=O)OC,0
1521,(S)-3-hydroxyisobutyryl-CoA(4-),C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
1522,Acetylcholine,CC(=O)OCC[N+](C)(C)C,1
1523,fluphenazine-enanthate,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(CCCCCC)=O)CC4,0
1524,topiramate,[C@@]23([C@H]([C@H]1[C@H](OC(O1)(C)C)CO2)OC(O3)(C)C)CO[S](N)(=O)=O,0
1525,cotinine,C1=CC=NC=C1C2N(C(=O)CC2)C,0
1526,Almitrine mesylate,CS(=O)(=O)O.CS(=O)(=O)O.C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,1
1527,losigamone,C2=C(C(C1C(=CC(O1)=O)OC)O)C(=CC=C2)Cl,0
1528,blonanserin,C1=C(C3=C(N=C1N2CCN(CC)CC2)CCCCCC3)C4=CC=C(F)C=C4,0
1529,S-formylglutathionate(1-),C(CC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1
1530,cefcanel,Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O)nn1,0
1531,Indole-3-acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,1
1532,"1h-Benzimidazole-1-propanamide, 2-methyl-",CC1=NC2=CC=CC=C2N1CCC(=O)N,1
1533,1-(Furan-2-ylmethyl)urea,C1=COC(=C1)CNC(=O)N,1
1534,spiradoline,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4,0
1535,Praziquantel,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,0
1536,cimoxatone,C1=CC(=CC=C1N2CC(COC)OC2=O)OCC3=CC(=CC=C3)C#N,0
1537,Tibolone,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,0
1538,fosfomycin,[C@@H]1([P](O)(O)=O)[C@H](C)O1,0
1539,"D-Alanine, N-methylglycyl-L-arginyl-L-valyl-L-tyrosyl-L-isoleucyl-L-histidyl-L-prolyl-",CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC,1
1540,methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0
1541,Xylitol,C([C@H](C([C@H](CO)O)O)O)O,1
1542,"(1S,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C4CO[C@H]5[C@@]4([C@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,1
1543,N-Vinyl-2-pyrrolidone,C=CN1CCCC1=O,1
1544,trans-4-coumaroyl-CoA(4-),CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O,1
1545,spiramide,C4=C(N1C3(C(NC1)=O)CCN(CCCOC2=CC=C(C=C2)F)CC3)C=CC=C4,0
1546,(2S)-2-ammonio-4-{[(2R)-2-ammonio-2-carboxylatoethyl]selanyl}butanoate,C(C[Se]C[C@@H](C(=O)[O-])[NH3+])[C@@H](C(=O)[O-])[NH3+],1
1547,tranylcypromine,[Cl-].N[C@@H]1C[C@H]1c2ccccc2.[H+],0
1548,Pyrazinamide,NC(=O)c1cnccn1,0
1549,Hexobarbital,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,0
1550,Cholesterol-d7,[2H]C([2H])([2H])C([2H])(CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C([2H])([2H])[2H],1
1551,N-(1-ethyl-1H-pyrazol-4-yl)-4-fluorobenzamide,CCN1C=C(C=N1)NC(=O)C2=CC=C(C=C2)F,1
1552,Quinoline-3-carboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,1
1553,acetoacetyl-CoA(4-),CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
1554,13-cis-Retinol,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\\CO)/C)/C,1
1555,astromicin,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)C(C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,0
1556,sultopride,C1=C([S](CC)(=O)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,0
1557,Upadacitinib,CC[C@@H]1CN(C[C@@H]1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,1
1558,"5-[[(2-bromoethylamino)-(ethylamino)phosphoryl]oxymethyl]-N,N-dihydroxy-1-methylimidazol-2-amine",CCN[P@](=O)(NCCBr)OCC1=CN=C(N1C)N(O)O,1
1559,(R)-lipoamide,C1CSS[C@@H]1CCCCC(=O)N,1
1560,Sesamol,C1OC2=C(O1)C=C(C=C2)O,1
1561,9-C1,n1(c(c2nc[nH]c2n(c1=O)C)=O)C,0
1562,4'-C-Azido-2'-deoxy-2'-fluoro-b-D-arabinocytidine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)(CO)N=[N+]=[N-])O)F,1
1563,4-Acetamidobutanoate,CC(=O)NCCCC(=O)[O-],1
1564,eptastigmine,[C@@]12(C3=C(N(C)[C@H]1N(C)CC2)C=CC(=C3)OC(NCCCCCCC)=O)C,0
1565,Andrographis Paniculata,C[C@@]12CCC(C(C1CCC(=C)[C@H]2C/C=C/3\\C(COC3=O)O)(C)CO)O,1
1566,azabuperone,C1=CC(=CC=C1C(CCCN2CC3N(CC2)CCC3)=O)F,0
1567,"(5S)-1-(4-chlorophenyl)-5-methylimidazolidine-2,4-dione",C[C@H]1C(=O)NC(=O)N1C2=CC=C(C=C2)Cl,1
1568,phenyl-salicylate,C1(=CC=CC=C1)OC2=CC=CC=C2C(=O)[O-],0
1569,Edoxaban,CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,1
1570,talopram,C1=CC=CC3=C1C(C2=CC=CC=C2)(OC3(C)C)CCCNC,0
1571,5-phospho-beta-D-ribosylaminium(1-),C([C@@H]1[C@H]([C@H]([C@@H](O1)[NH3+])O)O)OP(=O)([O-])[O-],1
1572,alpha-D-glucuronate 1-phosphate,[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)OP(=O)([O-])[O-])C(=O)[O-])O)O,1
1573,5'-Thiothymidine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CS)O,1
1574,cefotetan,CO[C@]1(NC(=O)C2S\C(S2)=C(\C(N)=O)C(O)=O)[C@H]3SCC(=C(N3C1=O)C(O)=O)CSc4nnnn4C,0
1575,meclonazepam,[C@H]2(N=C(C1=C(C=CC(=C1)[N+](=O)[O-])NC2=O)C3=CC=CC=C3Cl)C,0
1576,cefdaloxime,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\O)/c3csc(N)n3)C2=O)C(O)=O,0
1577,palmitoyl-CoA,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1
1578,Uridine-diphosphate,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O,1
1579,dicumarol,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,0
1580,3-Mercaptopyruvate,C(C(=O)C(=O)[O-])S,1
1581,coproporphyrinogen III,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C,1
1582,fursultiamine,C1=NC(=NC(=C1CN(C(=C(SSCC2CCCO2)\CCO)/C)C=O)N)C,0
1583,timirdine,C2=C(N1C(SCC1)=N)C(=CC(=C2)Cl)N,0
1584,EMD60400,c1ccc([C@H](C[N@]2CC[C@H](C2)O)N(C(Cc2ccccc2N)=O)C)cc1,0
1585,norethindrone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0
1586,beta-D-Glucose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,1
1587,chloralhydrate,OC(O)C(Cl)(Cl)Cl,0
1588,tinidazole,C1=C([N](CC[S](CC)(=O)=O)C(=N1)C)[N+](=O)[O-],0
1589,Dihydrofolic acid,C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
1590,Nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,0
1591,F-Arag F-18,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)[18F])N=C(NC2=O)N,1
1592,Hexadecanal,CCCCCCCCCCCCCCCC=O,1
1593,Deoxyadenosine-phosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O,1
1594,carfecillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c4ccccc4)C(=O)N2[C@H]1C(O)=O,0
1595,itrocinonide,[C@]34([C@H]([C@H]2C(F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]5O[C@H](O[C@@]45C(O[C@@H](OC(OCC)=O)C)=O)CCC)C,0
1596,procarbazine,C1=CC(=CC=C1C(NC(C)C)=O)CNNC,0
1597,"Octadecanoic-18,18,18-d3 acid",[2H]C([2H])([2H])CCCCCCCCCCCCCCCCC(=O)O,1
1598,4-Aminosalicylic acid,C1=CC(=C(C=C1N)O)C(=O)O,1
1599,1-(2-Ethoxyphenyl)piperazine,CCOC1=CC=CC=C1N2CCNCC2,1
1600,tepirindole,C3=C(C1=CCN(CCC)CC1)C2=CC(=CC=C2[NH]3)Cl,0
1601,3-Hydroxy-2-methylbenzoic Acid,CC1=C(C=CC=C1O)C(=O)O,1
1602,clocapramine,C1=C(Cl)C=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5,0
1603,N-(2-methoxy-5-methylphenyl)glycinamide,CC1=CC(=C(C=C1)OC)NC(=O)CN,1
1604,fantridone,C1=CC=CC2=C1C3=C(C(=O)N2CCCN(C)C)C=CC=C3,0
1605,Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],1
1606,Plicamycin,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,0
1607,Triazolam,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0
1608,cefcapene,CC/C=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3csc(N)n3,0
1609,Kaolin,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O,1
1610,gacyclidine,[C@@]3(C1=CC=CS1)(N2CCCCC2)[C@H](CCCC3)C,0
1611,"[(4S)-4-methylazepan-1-yl]-(1,3-thiazol-4-yl)methanone",C[C@H]1CCCN(CC1)C(=O)C2=CSC=N2,1
1612,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,0
1613,Guanine,C1=NC2=C(N1)C(=O)NC(=N2)N,1
1614,[1-(Pyridin-2-yl)cyclopentyl]methanol,C1CCC(C1)(CO)C2=CC=CC=N2,1
1615,alovudine,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,0
1616,"6-O-phosphonato-D-glucono-1,5-lactone(2-)",C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)([O-])[O-],1
1617,Naphthalene-2-carboximidamide,C1=CC=C2C=C(C=CC2=C1)C(=N)N,1
1618,didrovaltrate,[C@]23([C@@H]1[C@@H](C(=CO[C@H]1OC(=O)CC(C)C)COC(=O)CC(C)C)C[C@@H]2OC(=O)C)OC3,0
1619,Sporanox,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,1
1620,Calcifediol monohydrate,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](CCC3=C)O)C.O,1
1621,1-Phenyl-1H-pyrazole-4-carboxylic acid,C1=CC=C(C=C1)N2C=C(C=N2)C(=O)O,1
1622,Phenylbutazone,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0
1623,"1-[(3R)-3-(1,3-benzothiazol-2-yl)piperidin-1-yl]ethanone",CC(=O)N1CCC[C@H](C1)C2=NC3=CC=CC=C3S2,1
1624,primidone,CCC1(C(=O)NCNC1=O)c2ccccc2,0
1625,normorphine,C1=CC(=C3C2=C1CC5C4C2(C(O3)C(O)C=C4)CCN5)O,0
1626,clindamycin-phosphate,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[P](O)(O)=O)[C@@H](O)[C@H]2O,0
1627,25,C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,0
1628,Lipoate,C1CSSC1CCCCC(=O)[O-],1
1629,cloxacillin,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,0
1630,metoserpate,C5=C4C3=C(C2N(CC1CC(OC)C(C(C1C2)C(OC)=O)OC)CC3)[NH]C4=CC(=C5)OC,0
1631,triclofos,O=[P](O)(OCC(Cl)(Cl)Cl)O,0
1632,dextropropoxyphene,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,0
1633,tybamate,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,0
1634,N-benzylpyrazine-2-carboxamide,C1=CC=C(C=C1)CNC(=O)C2=NC=CN=C2,1
1635,Oxaprozin,OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,0
1636,lofepramine,[H+].C1=CC=CC2=C1N(C3=C(CC2)C=CC=C3)CCCN(CC(=O)C4=CC=C(Cl)C=C4)C.[Cl-],0
1637,Dehydrocholic acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,0
1638,5-Methoxygramine,CN(C)CC1=CNC2=C1C=C(C=C2)OC,1
1639,(s)-Atrolactic acid,C[C@](C1=CC=CC=C1)(C(=O)O)O,1
1640,24959,C1N(C(CC2CCCCC12)C(NC(C)(C)C)=O)CC(C(Cc1ccccc1)NC(C(NC(c1nc2c(cccc2)cc1)=O)CC(N)=O)=O)O,0
1641,CID 23679441,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+],1
1642,josamycin,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O,0
1643,Glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,1
1644,pheniramine,CN(C)CCC(c1ccccc1)c2ccccn2,0
1645,Abivertinib,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F,1
1646,acefurtiamine,C2=C(CN(C(=C(SC(=O)C1=CC=CO1)\CCOC(=O)COC(=O)C)/C)C=O)C(=NC(=N2)C)N,0
1647,"(10Z,14Z,16Z)-6'-butan-2-yl-21,24-dihydroxy-12-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CCC(C)C1C(CCC2(O1)CC3CC(O2)C/C=C(\\C(C(/C=C\\C=C/4\\COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)/C)C,1
1648,Rosuvastatin,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,1
1649,allomethadione,C(N1C(C(C)OC1=O)=O)C=C,0
1650,Mefloquine,OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,0
1651,demoxepam,C3=C(C1=C2C(=NC(=O)CN1O)C=CC(=C2)Cl)C=CC=C3,0
1652,cefonicid,OC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C[S](O)(=O)=O)c4ccccc4,0
1653,N-[4-(2-pyrimidinyloxy)phenyl]acetamide,CC(=O)NC1=CC=C(C=C1)OC2=NC=CC=N2,1
1654,compound 37,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,0
1655,"N(6)-(1,2-dicarboxyethyl)-AMP",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)NC(CC(=O)[O-])C(=O)[O-],1
1656,N-Ethylsuccinimide,CCN1C(=O)CCC1=O,1
1657,alrestatin,C1=CC=C3C2=C1C(N(CC(O)=O)C(C2=CC=C3)=O)=O,0
1658,4-(1H-benzimidazol-1-ylmethyl)benzonitrile,C1=CC=C2C(=C1)N=CN2CC3=CC=C(C=C3)C#N,1
1659,dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,0
